"Symbol","Last","Chg(%)","Vol","ema7","ema12","ema20","ema60","ema120","ema144","ema169","ma20","ma60","ma120","slopeema12","slopeema20","d20_slp_of_ema12","d20_slp_of_ema20","Perf(%)",
O,57.99,-0.02,3926800,58.52,58.91,59.49,60.57,61.02,61.37,61.78,59.57,61.50,60.44,0,0,-0.20,-0.17,6.23,
MDT,103.56,-0.43,3924300,103.53,104.21,104.86,104.11,102.49,102.21,102.02,106.23,105.07,100.37,0,0,-0.11,-0.02,9.33,
MCD,216.56,0.12,3916100,216.59,218.14,219.62,216.43,209.15,207.27,205.74,222.33,218.71,205.21,0,0,-0.37,-0.13,-1.54,
GPS,21.43,0.61,3906500,20.85,20.53,20.08,18.07,16.20,15.85,15.66,20.08,18.07,15.00,0,0,0.09,0.10,7.61,
IPG,18.99,-2.76,3854600,18.97,18.80,18.59,18.13,18.10,18.19,18.31,18.57,17.98,17.88,0,0,0.06,0.05,11.06,
NI,23.22,-1.82,3809400,23.51,23.50,23.38,23.14,23.55,23.77,23.99,23.55,22.75,23.31,0,0,0.06,0.06,3.83,
PSX,46.68,-3.13,3617000,47.45,47.88,48.85,53.89,60.03,62.24,64.41,48.90,54.48,62.48,0,0,-0.31,-0.30,22.17,
MCHP,125.28,5.83,3521000,114.69,112.50,110.93,107.36,103.76,102.66,101.67,110.99,107.12,104.66,0,0,0.03,0.11,0.98,
PPL,27.61,-1.60,3371400,27.98,28.05,28.07,27.80,27.75,27.86,28.00,28.22,27.91,27.30,0,0,-0.01,0.0041,4.13,
NWL,18.88,-3.48,3308500,18.71,18.40,18.13,17.42,16.83,16.72,16.66,18.01,17.29,16.53,0,0,0.02,0.02,1.22,
NLSN,14.18,0.35,3087700,14.06,14.03,14.04,14.35,14.82,15.07,15.35,13.94,14.53,14.75,0,0,-0.0084,-0.02,10.30,
HON,184.27,0.54,3080300,177.89,175.44,173.47,167.34,162.05,161.09,160.48,173.24,167.71,158.35,0,0,0.10,0.17,6.90,
LNC,34.07,-5.10,3075200,35.20,35.11,34.89,34.95,36.32,37.12,38.02,34.90,34.69,36.47,0,0,0.08,0.07,25.12,
LYV,56.04,-0.69,2995800,54.11,53.75,53.82,53.47,52.74,52.86,53.12,53.89,54.62,51.51,0,0,-0.14,-0.10,14.85,
MA,313.64,-0.91,2978500,307.68,310.42,316.13,324.22,318.01,315.08,312.10,320.48,333.59,319.62,0,0,-2.22,-1.61,9.86,
IRM,26.81,-2.44,2955100,26.92,26.97,27.12,27.65,27.82,27.93,28.07,27.21,28.29,27.77,0,0,-0.05,-0.04,-0.60,
NKE,128.90,-0.62,2954000,126.83,126.56,126.28,120.46,112.57,110.34,108.39,127.15,120.76,109.81,0,0,-0.12,0.04,0.04,
NWSA,15.16,8.29,2931700,13.97,13.84,13.87,13.95,13.52,13.39,13.29,13.80,14.46,13.49,0,0,-0.05,-0.04,3.36,
PEP,138.38,0.24,2867000,137.31,137.39,137.59,137.14,136.09,135.77,135.45,138.73,137.41,135.44,0,0,-0.14,-0.04,0.05,
HLT,92.84,-1.32,2858900,91.37,90.62,90.09,88.00,86.15,86.02,86.03,89.83,89.01,83.95,0,0,0.0089,0.03,12.23,
HD,284.24,-0.56,2839100,280.01,279.23,279.24,276.14,266.01,262.23,258.65,280.89,279.94,267.48,0,0,-0.39,-0.18,-5.02,
HWM,18.85,0.05,2833400,18.35,18.21,18.11,17.62,17.60,17.83,18.12,18.17,17.73,16.51,0,0,-0.0003,0.01,18.99,
